"PurchasePrice","MaintenanceCost","Doors","Passengers","Cargo","Safety","Acceptability"
"low","high",2,"Interval[{5, Infinity}]","medium","high","acceptable"
"low","high",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","high",2,"Interval[{5, Infinity}]","large","medium","acceptable"
"low","high",2,"Interval[{5, Infinity}]","large","high","very good"
"low","high",3,2,"small","low","unacceptable"
"low","high",3,2,"small","medium","unacceptable"
"low","high",3,2,"small","high","unacceptable"
"low","high",3,2,"medium","low","unacceptable"
"low","high",3,2,"medium","medium","unacceptable"
"low","high",3,2,"medium","high","unacceptable"
"low","high",3,2,"large","low","unacceptable"
"low","high",3,2,"large","medium","unacceptable"
"low","high",3,2,"large","high","unacceptable"
"low","high",3,4,"small","low","unacceptable"
"low","high",3,4,"small","medium","acceptable"
"low","high",3,4,"small","high","acceptable"
"low","high",3,4,"medium","low","unacceptable"
"low","high",3,4,"medium","medium","acceptable"
"low","high",3,4,"medium","high","acceptable"
"low","high",3,4,"large","low","unacceptable"
"low","high",3,4,"large","medium","acceptable"
"low","high",3,4,"large","high","very good"
"low","high",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","high",3,"Interval[{5, Infinity}]","small","medium","acceptable"
"low","high",3,"Interval[{5, Infinity}]","small","high","acceptable"
"low","high",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","high",3,"Interval[{5, Infinity}]","medium","medium","acceptable"
"low","high",3,"Interval[{5, Infinity}]","medium","high","very good"
"low","high",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","high",3,"Interval[{5, Infinity}]","large","medium","acceptable"
"low","high",3,"Interval[{5, Infinity}]","large","high","very good"
"low","high",4,2,"small","low","unacceptable"
"low","high",4,2,"small","medium","unacceptable"
"low","high",4,2,"small","high","unacceptable"
"low","high",4,2,"medium","low","unacceptable"
"low","high",4,2,"medium","medium","unacceptable"
"low","high",4,2,"medium","high","unacceptable"
"low","high",4,2,"large","low","unacceptable"
"low","high",4,2,"large","medium","unacceptable"
"low","high",4,2,"large","high","unacceptable"
"low","high",4,4,"small","low","unacceptable"
"low","high",4,4,"small","medium","acceptable"
"low","high",4,4,"small","high","acceptable"
"low","high",4,4,"medium","low","unacceptable"
"low","high",4,4,"medium","medium","acceptable"
"low","high",4,4,"medium","high","very good"
"low","high",4,4,"large","low","unacceptable"
"low","high",4,4,"large","medium","acceptable"
"low","high",4,4,"large","high","very good"
"low","high",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","high",4,"Interval[{5, Infinity}]","small","medium","acceptable"
"low","high",4,"Interval[{5, Infinity}]","small","high","acceptable"
"low","high",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","high",4,"Interval[{5, Infinity}]","medium","medium","acceptable"
"low","high",4,"Interval[{5, Infinity}]","medium","high","very good"
"low","high",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","high",4,"Interval[{5, Infinity}]","large","medium","acceptable"
"low","high",4,"Interval[{5, Infinity}]","large","high","very good"
"low","high","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"low","high","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"low","high","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"low","high","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"low","high","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"low","high","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"low","high","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"low","high","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"low","high","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"low","high","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"low","high","Interval[{5, Infinity}]",4,"small","medium","acceptable"
"low","high","Interval[{5, Infinity}]",4,"small","high","acceptable"
"low","high","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"low","high","Interval[{5, Infinity}]",4,"medium","medium","acceptable"
"low","high","Interval[{5, Infinity}]",4,"medium","high","very good"
"low","high","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"low","high","Interval[{5, Infinity}]",4,"large","medium","acceptable"
"low","high","Interval[{5, Infinity}]",4,"large","high","very good"
"low","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"low","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","acceptable"
"low","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","acceptable"
"low","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"low","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","acceptable"
"low","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","very good"
"low","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"low","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","acceptable"
"low","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","very good"
"low","medium",2,2,"small","low","unacceptable"
"low","medium",2,2,"small","medium","unacceptable"
"low","medium",2,2,"small","high","unacceptable"
"low","medium",2,2,"medium","low","unacceptable"
"low","medium",2,2,"medium","medium","unacceptable"
"low","medium",2,2,"medium","high","unacceptable"
"low","medium",2,2,"large","low","unacceptable"
"low","medium",2,2,"large","medium","unacceptable"
"low","medium",2,2,"large","high","unacceptable"
"low","medium",2,4,"small","low","unacceptable"
"low","medium",2,4,"small","medium","acceptable"
"low","medium",2,4,"small","high","good"
"low","medium",2,4,"medium","low","unacceptable"
"low","medium",2,4,"medium","medium","acceptable"
"low","medium",2,4,"medium","high","good"
"low","medium",2,4,"large","low","unacceptable"
"low","medium",2,4,"large","medium","good"
"low","medium",2,4,"large","high","very good"
"low","medium",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","medium",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"low","medium",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"low","medium",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","medium",2,"Interval[{5, Infinity}]","medium","medium","acceptable"
"low","medium",2,"Interval[{5, Infinity}]","medium","high","good"
"low","medium",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","medium",2,"Interval[{5, Infinity}]","large","medium","good"
"low","medium",2,"Interval[{5, Infinity}]","large","high","very good"
"low","medium",3,2,"small","low","unacceptable"
"low","medium",3,2,"small","medium","unacceptable"
"low","medium",3,2,"small","high","unacceptable"
"low","medium",3,2,"medium","low","unacceptable"
"low","medium",3,2,"medium","medium","unacceptable"
"low","medium",3,2,"medium","high","unacceptable"
"low","medium",3,2,"large","low","unacceptable"
"low","medium",3,2,"large","medium","unacceptable"
"low","medium",3,2,"large","high","unacceptable"
"low","medium",3,4,"small","low","unacceptable"
"low","medium",3,4,"small","medium","acceptable"
"low","medium",3,4,"small","high","good"
"low","medium",3,4,"medium","low","unacceptable"
"low","medium",3,4,"medium","medium","acceptable"
"low","medium",3,4,"medium","high","good"
"low","medium",3,4,"large","low","unacceptable"
"low","medium",3,4,"large","medium","good"
"low","medium",3,4,"large","high","very good"
"low","medium",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","medium",3,"Interval[{5, Infinity}]","small","medium","acceptable"
"low","medium",3,"Interval[{5, Infinity}]","small","high","good"
"low","medium",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","medium",3,"Interval[{5, Infinity}]","medium","medium","good"
"low","medium",3,"Interval[{5, Infinity}]","medium","high","very good"
"low","medium",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","medium",3,"Interval[{5, Infinity}]","large","medium","good"
"low","medium",3,"Interval[{5, Infinity}]","large","high","very good"
"low","medium",4,2,"small","low","unacceptable"
"low","medium",4,2,"small","medium","unacceptable"
"low","medium",4,2,"small","high","unacceptable"
"low","medium",4,2,"medium","low","unacceptable"
"low","medium",4,2,"medium","medium","unacceptable"
"low","medium",4,2,"medium","high","unacceptable"
"low","medium",4,2,"large","low","unacceptable"
"low","medium",4,2,"large","medium","unacceptable"
"low","medium",4,2,"large","high","unacceptable"
"low","medium",4,4,"small","low","unacceptable"
"low","medium",4,4,"small","medium","acceptable"
"low","medium",4,4,"small","high","good"
"low","medium",4,4,"medium","low","unacceptable"
"low","medium",4,4,"medium","medium","good"
"low","medium",4,4,"medium","high","very good"
"low","medium",4,4,"large","low","unacceptable"
"low","medium",4,4,"large","medium","good"
"low","medium",4,4,"large","high","very good"
"low","medium",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","medium",4,"Interval[{5, Infinity}]","small","medium","acceptable"
"low","medium",4,"Interval[{5, Infinity}]","small","high","good"
"low","medium",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","medium",4,"Interval[{5, Infinity}]","medium","medium","good"
"low","medium",4,"Interval[{5, Infinity}]","medium","high","very good"
"low","medium",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","medium",4,"Interval[{5, Infinity}]","large","medium","good"
"low","medium",4,"Interval[{5, Infinity}]","large","high","very good"
"low","medium","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"low","medium","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"low","medium","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"low","medium","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"low","medium","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"low","medium","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"low","medium","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"low","medium","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"low","medium","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"low","medium","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"low","medium","Interval[{5, Infinity}]",4,"small","medium","acceptable"
"low","medium","Interval[{5, Infinity}]",4,"small","high","good"
"low","medium","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"low","medium","Interval[{5, Infinity}]",4,"medium","medium","good"
"low","medium","Interval[{5, Infinity}]",4,"medium","high","very good"
"low","medium","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"low","medium","Interval[{5, Infinity}]",4,"large","medium","good"
"low","medium","Interval[{5, Infinity}]",4,"large","high","very good"
"low","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"low","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","acceptable"
"low","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","good"
"low","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"low","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","good"
"low","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","very good"
"low","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"low","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","good"
"low","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","very good"
"low","low",2,2,"small","low","unacceptable"
"low","low",2,2,"small","medium","unacceptable"
"low","low",2,2,"small","high","unacceptable"
"low","low",2,2,"medium","low","unacceptable"
"low","low",2,2,"medium","medium","unacceptable"
"low","low",2,2,"medium","high","unacceptable"
"low","low",2,2,"large","low","unacceptable"
"low","low",2,2,"large","medium","unacceptable"
"low","low",2,2,"large","high","unacceptable"
"low","low",2,4,"small","low","unacceptable"
"low","low",2,4,"small","medium","acceptable"
"low","low",2,4,"small","high","good"
"low","low",2,4,"medium","low","unacceptable"
"low","low",2,4,"medium","medium","acceptable"
"low","low",2,4,"medium","high","good"
"low","low",2,4,"large","low","unacceptable"
"low","low",2,4,"large","medium","good"
"low","low",2,4,"large","high","very good"
"low","low",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","low",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"low","low",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"low","low",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","low",2,"Interval[{5, Infinity}]","medium","medium","acceptable"
"low","low",2,"Interval[{5, Infinity}]","medium","high","good"
"low","low",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","low",2,"Interval[{5, Infinity}]","large","medium","good"
"low","low",2,"Interval[{5, Infinity}]","large","high","very good"
"low","low",3,2,"small","low","unacceptable"
"low","low",3,2,"small","medium","unacceptable"
"low","low",3,2,"small","high","unacceptable"
"low","low",3,2,"medium","low","unacceptable"
"low","low",3,2,"medium","medium","unacceptable"
"low","low",3,2,"medium","high","unacceptable"
"low","low",3,2,"large","low","unacceptable"
"low","low",3,2,"large","medium","unacceptable"
"low","low",3,2,"large","high","unacceptable"
"low","low",3,4,"small","low","unacceptable"
"low","low",3,4,"small","medium","acceptable"
"low","low",3,4,"small","high","good"
"low","low",3,4,"medium","low","unacceptable"
"low","low",3,4,"medium","medium","acceptable"
"low","low",3,4,"medium","high","good"
"low","low",3,4,"large","low","unacceptable"
"low","low",3,4,"large","medium","good"
"low","low",3,4,"large","high","very good"
"low","low",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","low",3,"Interval[{5, Infinity}]","small","medium","acceptable"
"low","low",3,"Interval[{5, Infinity}]","small","high","good"
"low","low",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","low",3,"Interval[{5, Infinity}]","medium","medium","good"
"low","low",3,"Interval[{5, Infinity}]","medium","high","very good"
"low","low",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","low",3,"Interval[{5, Infinity}]","large","medium","good"
"low","low",3,"Interval[{5, Infinity}]","large","high","very good"
"low","low",4,2,"small","low","unacceptable"
"low","low",4,2,"small","medium","unacceptable"
"low","low",4,2,"small","high","unacceptable"
"low","low",4,2,"medium","low","unacceptable"
"low","low",4,2,"medium","medium","unacceptable"
"low","low",4,2,"medium","high","unacceptable"
"low","low",4,2,"large","low","unacceptable"
"low","low",4,2,"large","medium","unacceptable"
"low","low",4,2,"large","high","unacceptable"
"low","low",4,4,"small","low","unacceptable"
"low","low",4,4,"small","medium","acceptable"
"low","low",4,4,"small","high","good"
"low","low",4,4,"medium","low","unacceptable"
"low","low",4,4,"medium","medium","good"
"low","low",4,4,"medium","high","very good"
"low","low",4,4,"large","low","unacceptable"
"low","low",4,4,"large","medium","good"
"low","low",4,4,"large","high","very good"
"low","low",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"low","low",4,"Interval[{5, Infinity}]","small","medium","acceptable"
"low","low",4,"Interval[{5, Infinity}]","small","high","good"
"low","low",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"low","low",4,"Interval[{5, Infinity}]","medium","medium","good"
"low","low",4,"Interval[{5, Infinity}]","medium","high","very good"
"low","low",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"low","low",4,"Interval[{5, Infinity}]","large","medium","good"
"low","low",4,"Interval[{5, Infinity}]","large","high","very good"
"low","low","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"low","low","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"low","low","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"low","low","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"low","low","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"low","low","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"low","low","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"low","low","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"low","low","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"low","low","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"low","low","Interval[{5, Infinity}]",4,"small","medium","acceptable"
"low","low","Interval[{5, Infinity}]",4,"small","high","good"
"low","low","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"low","low","Interval[{5, Infinity}]",4,"medium","medium","good"
"low","low","Interval[{5, Infinity}]",4,"medium","high","very good"
"low","low","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"low","low","Interval[{5, Infinity}]",4,"large","medium","good"
"low","low","Interval[{5, Infinity}]",4,"large","high","very good"
"low","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"low","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","acceptable"
"low","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","good"
"low","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"low","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","good"
"low","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","very good"
"low","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"low","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","good"
"low","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","very good"
